URL,Title,Date,Location,About
https://www.eventbrite.com/e/teremana-tequila-mixology-class-cadillac-bar-tickets-1087070971539?aff=ebdssbdestsearch,Teremana  Tequila Mixology Class - Cadillac Bar,"Friday, January 31 · 7 - 9pm CST","Cadillac Bar 1802 Shepherd Drive Houston, TX 77007 United States Show map","From Shaker to Savor! Join the fun! Learn how shake up 3 Teremana Tequila cocktails while savoring our Fiesta Platter! January 31, 2025 | 7pm $50 Per Person* * Plus Tax. What we're shaking up PEOPLE'S MARGARITA Teremana Blanco, lime juice, agave nectar, pineapple juice MANA PALOMA Teremana Reposado, grapefruit juice, lime juice, simple syrup A Ñ EJO  OLD FASHIONED Teremana Añejo, agave nectar, orange bitters *Menu Subject to Change. No Refunds. Must be 21+ to attend this event. Gratuity and fees included in ticket price. Tax Not Included. All sales final."
https://www.eventbrite.com/e/savor-stretch-reset-tickets-1118347871589?aff=ebdssbdestsearch,Savor Stretch Reset,"Sunday, January 26 · 1 - 3pm PST","The SweatBox Yoga 1417 10th Avenue Seattle, WA 98122 United States Show map","Kick off the New Year with a grounding and educational sensory experience combining hatha yoga, meditation, and the exploration of flavor in chocolate and sophisticated NA beverages.  Led by Sweatbox instructor Mary Rodgers, we’ll open with a tasting meditation combining pranayama, a clarifying NA sip, and complex single-origin chocolate. Then we’ll enjoy a restorative 40-minute yoga session complete with shavasana. Finally, we’ll close out the experience with rotating workshops introducing ethically-sourced chocolate and the latest in sophisticated mocktail innovation. Attendees will leave a take-away gift of products and recipes to enjoy with family and friends."
https://www.eventbrite.com/e/lunar-new-year-cacao-ceremony-sound-bath-tickets-1120972481869?aff=ebdssbdestsearch,Lunar New Year Cacao Ceremony & Sound Bath,"Wednesday, January 29 · 6:30 - 8pm PST","Moore Than Rocks 315 West Meeker Street Kent, WA 98032 United States Show map","Join us on this Lunar New, for a heart-opening cacao ceremony and sound bath to connect with the transformative energy of the Wood Snake. This sacred gathering will include a guided meditation to tune into the profound transformation and spiritual growth that our heart is ready for. The gentle medicine of cacao helps to awaken your heart and spirit, guiding you on a journey of self-expansion. Sammy will intuitively guide you through high vibrations of healing sound’s diving right into balancing the mental, emotional, physical, and spiritual self with the soothing tones of Crystal singing bowls, sacred drums, calming chimes, & relaxing tunes of various instruments as we intuitively lead you through this journey of self discovery. In the event space we will set a Sacred Geometic Grid for cleansing and activation. Yoga mats and pillows are provided. Please note that as energy moves you may feel cold- so please bring your own blanket as well as whatever makes you feel comfortable! Shop hours are 10am-6pm. Doors to the event close at 6:20pm, please arrive early to give yourself ample time to get comfortable and enjoy the space."
https://www.eventbrite.com/e/tequlia-tasting-tickets-1060941708209?aff=ebdssbdestsearch,Tequlia Tasting,"Friday, January 24 · 7 - 8:30pm CST","Wilson Cafe 2 North Jefferson Street Wilson, AR 72395 United States Show map","Welcome to the Tequila Tasting Class! 
 Join us at  Wilson Cafe  for a fun and educational evening where you'll learn all about the world of tequila. Our expert instructors will guide you through a tasting of different tequilas, teaching you how to distinguish between blanco, reposado, and añejo varieties. You'll also get to sample some delicious cocktails made with this versatile spirit. Whether you're a tequila aficionado or a complete novice, this class is perfect for anyone looking to expand their knowledge and appreciation of this Mexican favorite. Don't miss out on this unique opportunity to sip, learn, and have a great time with fellow tequila enthusiasts!"
https://www.eventbrite.com/e/alta-joda-fest-nyc-fiesta-latina-tickets-1123202883059?aff=ebdssbdestsearch,Alta Joda Fest NYC - Fiesta Latina,January 24 · 11pm - January 25 · 4am EST,"Harbor NYC Rooftop 621 West 46th Street New York, NY 10036 United States Show map","Alta Joda Fest NYC #5 - Estamos listos?! The Argentine party hosted by Dustin Luke lands, once again, in the Big Apple. Dive into the sounds of Latin America, from Cachengue to Reggaetón, and from RKT to Cumbia, los clásicos y más. A musical journey that crosses borders, there's something for everyone to dance to! Es una fiesta que jamás te vas a olvidar lejos de casa. 🎟️ Tickets : 🎫 First Tier: Super Early Bird (Early Entry) $15 🎫 Second Tier: Early Bird (Early Entry) $20 🎫 Third Tier: General Admission (Early Entry) $25 🎫 Fourth Tier: General Admission (Entry Anytime) $30 🎫 Fifth Tier: Day of Event / Door Price $35 🎫 VIP Tickets: $50 📅 Date: Friday, January 24, 2025 🕒 Time: 11 p.m. – 4 a.m. ⏳ Duration: 5 hours 📍 Location: The Harbor NYC Rooftop 👤 Age Requirements: 21+ with valid ID ♿ Accessibility: The venue is wheelchair accessible. Join us for an unforgettable night celebrating one of the most festive cultures in the world, Argentina! Qué no te la cuenten!"
https://www.eventbrite.com/e/sip-and-stroke-tickets-1149600539159?aff=ebdssbdestsearch,Sip and Stroke,"Saturday, January 25 · 11am - 1pm CST. Doors at 10:45am","Nothing But Love Wellness Spa 3124 West Main Street #Suite 10 Dothan, AL 36305 United States Show map","Welcome to  Sip & Stroke ! Come join us at  Nothing But Love Wellness Spa  for a relaxing experience of tapping into a bit of creativity to be guided by an instructor to paint your own personal masterpiece while enjoying  two C omplimentary Mimosas, Charcuterie, a Hot Cocoa Bar, and Warm Donuts. Our  Sip and Stroke  event blends the therapy of creativity with relaxation and light conversation. This is the perfect opportunity to unwind and unleash your creative self in a safe space. No painting experience necessary  - just bring your imagination and get ready to have a great time! Our talented instructor will guide you through a step-by-step painting class, ensuring that you leave with some painting knowledge and a beautiful new work of art to add to your collection or to start your collection. Great for couples, a girls' night out, or come solo and meet new people. Don't miss out on this unique opportunity to sip, paint, and unwind! Spaces are limited, so be sure to reserve your spot(s) today. We can't wait to see you there!"
https://www.eventbrite.com/e/cacao-ceremony-and-sound-bath-tickets-1026193882527?aff=ebdssbdestsearch,Cacao Ceremony and Sound Bath,"Friday, January 31 · 6:30 - 7:30pm MST","Sakala 1660 Gilpin Street Denver, CO 80218 United States Show map","Come join us for a cozy and transformative evening featuring a Sacred Cacao Ceremony and a relaxing Sound Bath! This unique experience blends the heart-opening goodness of ceremonial cacao with the soothing sounds of crystal bowls, creating a space for connection and healing. Cacao  is celebrated for its ability to ground and open the heart. This ceremony aims to uplift your spirit, helping you embrace spiritual intentions and deepen your connections with yourself and others. As a powerful ally for spiritual growth, healing, and connection, cacao is at the heart of this experience. In addition, the  sound bowls  used in the ceremony resonate at different frequencies, each associated with a specific chakra. These frequencies help to align and balance your energy centers, promoting a harmonious flow throughout your body. By combining the heart-opening properties of cacao with the healing vibrations of the sound bowls, you'll create a profound space for transformation and renewal. **please arrive 5-10 min early and bring a mug for cacao, a journal and pen ** yoga mats, blankets, and bolsters will be provided"
https://www.eventbrite.com/e/mediterranean-melange-a-pairing-experience-tickets-1134764323639?aff=ebdssbdestsearch,Mediterranean Mélange:  A Pairing Experience,"Thursday, January 30 · 6 - 8pm EST. Doors at 5:30pm","The Comus Inn 23900 Old Hundred Road Dickerson, MD 20842 United States Show map","Embark on an enchanting culinary journey through the heart of Southern Europe at  The Comus Inn , in partnership with  Kenco Beverage Sales . This exclusive wine dinner showcases the rich heritage and distinguished wines of  France, Spain, and Austria , paired with exquisite dishes inspired by Mediterranean flavors. The evening begins with a sparkling toast featuring  Wolfberger Crémant d'Alsace Brut , paired with a delicate trio of seafood delights. Guests will savor a progression of expertly crafted dishes, including vibrant  halibut with jumbo lumped crab  and tender  lamb chops , each artfully matched with refined selections like  Ruttenstock Ried Reipersberg 2023  and  Château Le Beyan Haut-Médoc . As the evening unfolds, your palate will be treated to a crescendo of flavors, leading to an elegant finale with a  mysterious dessert wine —a  ""Mystère Doux""  that promises a captivating surprise. Join us for a night of indulgence, discovery, and timeless pairings as we celebrate the marriage of fine wine and cuisine from the most celebrated regions of the Mediterranean."
https://www.eventbrite.com/e/cacao-ceremony-sound-healing-co-held-by-amaru-zitlallinikue-ana-karina-tickets-1149267001539?aff=ebdssbdestsearch,Cacao Ceremony + Sound Healing Co-Held by Amaru Zitlallinikue & Ana Karina,"Wednesday, January 22 · 10am - 12:30pm EST. Doors at 9:50am","Neshamah 137 Private Home Great Neck, NY 11021 United States Show map","Sacred Cacao Ceremony & Sound Healing - Co-Facilitated by Amaru Zitlallinikue and Ana Karina - Great Neck, NY Join us for a heart-opening experience at  Neshamah 137 ! Our Sacred Cacao Ceremony and Sound Healing is a unique opportunity to connect with yourself and others in a meaningful way. Immerse yourself in the healing properties of cacao while participating in a guided ritual and healing sound bath. This gathering is perfect for anyone looking to deepen their connection to spirit and experience a sense of community. We look forward to sharing this ceremonial space with you. Date:  Wednesday, January 22th Time:  10:00 AM - 12:30 PM Location:  Neshamah 137. A private home in Great Neck, NY. Address will be emailed to you after you RSVP. About this Ceremony: Cacao has been revered for centuries as a sacred plant medicine, used in spiritual practices to connect with the heart, expand consciousness, and cultivate gratitude. In this ceremony, we will come together in a safe and nurturing space to experience the profound benefits of ceremonial-grade cacao, guided meditation, and collective intention-setting. Every Sacred Cacao Ceremony is different, based on the group, however, here is an example of a possible flow for the gathering... Opening Circle:  Set your intention and ground into the space with a welcoming circle. Cacao Ritual:  Learn about the origins and benefits of ceremonial cacao before savoring this heart-opening elixir. Sound Bath facililated by Ana Karina:  A journey inward to align with your intentions and deepen your connection to yourself and others. Medicine Music & Movement:  Enjoy light drumming, chanting, or gentle movement to harmonize energy and celebrate the moment. Closing Circle:  Reflect on the experience and share insights within the community. What to Bring: A journal and pen for reflections A yoga mat, cushion, or blanket for comfort A personal water bottle An open heart and curiosity Who This Is For: This event is open to anyone seeking connection, self-discovery, or a moment of peace and grounding. Whether you’re familiar with cacao ceremonies or new to this practice, all are welcome. Investment:  $77 Pre-registration is required as spaces are limited to ensure an intimate atmosphere. Why Join? This ceremony is an opportunity to reconnect with yourself, release what no longer serves you, and step into your power in a supportive and uplifting environment. We look forward to sharing this sacred space with you and co-creating a beautiful experience of love, gratitude, and transformation. Reserve Your Spot Today Additional details on our website:  https://www.guidedbygrandma.com/cacao-ceremony-and-sound-healing-great-neck-ny"
https://www.eventbrite.com/e/seasonal-tea-ceremony-imbolc-tickets-1136146768569?aff=ebdssbdestsearch,Seasonal Tea Ceremony: Imbolc,"Sunday, January 26 · 3 - 5pm EST. Doors at 2:45pm","Verbena Free Spirited Shoppe 1434 West 29th Street Cleveland, OH 44113 United States Show map","We honor this liminal time of year and the introspection it inspires by blending the soothing properties of tea and healing power of ceremony. In our time together we will invoke the energies of Fire and Water, as we set the intentions of Preparation, Protection, and Purification. Share this time with a friend or family member, then take home your own special blend of tea and a blessing stone to activate the energy of your experience. At this event, you will be greeted with a signature mocktail. Settle into the circle as you are led by Caressa Joyce of caressajoycenteredlife through a guided meditation to identify your intentions for the season. Amber of Cleveland Tea Revival will describe each of the herbal teas and their benefits. Then we will each create our own custom tea blend to match our intentions for the season. You will take home a beautiful vial of custom blended tea, sealed with a stone, and wrapped in hand dyed paper with your intentions so you can continue the ceremony at home throughout the season. Meet Your Hosts: Caressa Joyce dwells at the thresholds between past and future, light and dark. She is a guide through life's profound transitions, illuminating paths and offering practical insights to navigate both challenging and joyful times with grace and compassion. As Cleveland's visionary Somatic Ceremonialist, she weaves together the wisdom of ancient ritual arts such as altar-building, nature veneration, and meditation with modern somatic and trauma-informed healing practices, like yoga and vocalization to create nurturing spaces that honor and integrate transformations of all types. In addition to holding ceremonies, Caressa Joyce has been a Yoga Teacher and Therapist for over a decade and a Licensed Massage Therapist since 2013. Also, as a Reiki Master, Caressa weaves intuitive energy work into each of her offerings of Yoga, Massage, Somatic Trauma-Resolution Coaching, and Life Cycle Celebration. Caressa hopes to connect with you in the light of holistic healing therapy and can be found at:  www.caressajoycenteredlife.com Amber Pompeii is the owner of Cleveland Tea Revival, an online tea store and catering company. She blends her own teas and herbs, and is working toward the goal of incorporating home grown medicinal and culinary herbs. Using Cleveland Tea Revival as a vehicle, Amber weaves her passions for education, community, and tea! In addition to online retail, CTR teas can be purchased at select cafes and restaurants in the Cleveland area. CTR caters private events, and Amber also teaches tea blending, brewing, and kombucha workshops. Amber has been active in community and home gardening for ten years, including a community garden in 2015 that she started to supply her former CTR storefront with fresh veggies, herbs, and flowers. She is currently gardening and tea blending with Solidarity Urban Farms, a non-profit in Lorain, Ohio. Molly Cheraso is the founder and owner of Verbena Free Spirited, Cleveland's first non-alcoholic bottle shop and bar. Verbena is a cafe and coffee shop by day, serving the beloved cafe menu and tea from Cleveland Tea Revival. At 3pm, the space transforms into an inclusive and celebratory craft cocktail bar where everything served is zero proof. Prior to opening Verbena, Molly worked in corporate finance and accounting for 17 years, but the pandemic led her to pursue her dream of owning her own business. Her goal is that everyone is included in the celebration, with or without alcohol. The magical space at the corner of W. 29th and Church Street is what brought Molly, Amber, and Caressa together in ceremony. They knew they wanted to share this special place with others and honor the turning of the wheel by sharing their unique gifts in ceremony throughout the year."
https://www.eventbrite.com/e/tequila-tasting-and-pairing-dinner-tickets-1126832449189?aff=ebdssbdestsearch,Tequila Tasting and Pairing Dinner,"Thursday, January 23 · 6 - 10pm EST. Doors at 5:30pm","Fenner Hill Country Club 33 Wheeler Lane Hopkinton, RI 02832 United States Show map","Tequila Tasting and Pairing Dinner Come join us for a night of indulgence at  Fenner Hill Country Club ! Indulge in a selection of premium tequilas while enjoying a delectable dinner specially crafted to complement each sip. Featuring 4 different  Tequilas,   you will be guided through each tasting experience as it is paired perfectly with our chefs creations. Featured tequilas include: Ghost Blanco Tequila Herradura Repasado Adictivo Anejo Patron Cafe"
https://www.eventbrite.com/e/paint-sip-and-smoke-tickets-1127151854539?aff=ebdssbdestsearch,"Paint, Sip, and Smoke","Thursday, January 30 · 5 - 8pm PST. Doors at 5pm","The Art of Cigar 2609 Congress Street San Diego, CA 92110 United States Show map","Welcome to  Paint , Sip, &  Smoke  - Exhibition ! Join us at  The Art of Cigar in Old Town, San Diego  for a unique event where you can relax, enjoy a premium cigar, sip on the best tequila Mexico has to offer, and unleash your creativity on canvas. This in-person event is the perfect opportunity to unwind, socialize, and let your artistic side shine What's Included: Hors D' Oeuvres (appetizers) 1 Cigar Iztic Tequila Pairings Painting Technique Sessions with Lindsey 1 Blank Canvas to Take Home To learn more about the brands behind the event: The Art of Cigar  -  Website:  theartofcigar.co  Instagram:  @theartofcigarsd Iztic Tequila  -  Website:  iztic.com  Instagram: @ iztictequila Linsy Art  -  Instagram:  @linsy_art TICKETS AVAILABLE FOR PURCHASE AT DOOR. COME CHECK IT OUT ! No experience is necessary - just come ready to have fun and express yourself through art. Don't miss out on this one-of-a-kind experience! Event duration lasts 3 hours (5pm-8pm). Feel free to come by in between anytime, for as long as you would like. Painting technique, food, and drinks will be served and taught throughout the events duration."
https://www.eventbrite.com/e/womens-cacao-new-moon-ceremony-tickets-1116672470419?aff=ebdssbdestsearch,Women's Cacao & New Moon Ceremony,"Thursday, January 30 · 6:30 - 8:30pm EST","Mama Flowers Location Lovely Berks County, PA 19530 United States Show map","Women thrive in the presence of other women who are supporting one another. We are in the time of a deep remembering. A time when we are coming back to what our most ancient Grandmothers once knew. OUR SACRED CONNECTION. Exploring the ways in which we are microcosms of Mother Earth, connecting to the rhythms of nature, sitting in circle to connect and share, we begin to see ourselves and each other a little more. When we gather on the new moon to set intentions for the new cycle, magik happens. This circle was created to bring sisterhood where it is needed. To bring women together to share our visions and our intentions in a solution based way through (non-denominational) prayer, song, dialogue, and inner reflection. I will be offering ceremonial cacao to help us remove the barriers and connect more into our inner landscape and to each other. Cacao will facilitate the depth we need to move into our heart space. PRE-REGISTRATION IS REQUIRED"
